station_name,lat,lng,avg_from_duration,peak_leaving,trips_from,from_rank,avg_to_duration,peak_arriving,trips_to,to_rank
1 Ave & E 110 St,40.79226200000386,-73.93832727236482,15.764932975871314,13,9325,477,15.616987179487179,14,9360,474
1 Ave & E 16 St,40.73223495284463,-73.98164699113944,12.195850650677931,13,29354,50,11.575638099190703,14,28914,51
1 Ave & E 18 St,40.73385986529428,-73.98053558532536,12.43620015100556,13,29138,51,12.070026470487125,14,29089,49
1 Ave & E 30 St,40.74146960360452,-73.97535523705331,12.351557999476302,13,19095,175,12.128743923474989,12,19131,177
1 Ave & E 39 St,40.74715309813934,-73.97110862842352,13.506584124652433,13,19061,177,13.258354218880534,14,19152,176
1 Ave & E 44 St,40.74995848698408,-73.9690851671937,15.377470791388053,14,13609,301,15.262608439935304,13,13602,297
1 Ave & E 5 St,40.725864,-73.986389,15.62088130210401,14,5038,787,16.114274338044993,15,5023,794
1 Ave & E 6 St,40.726321891848684,-73.98616373140868,12.026523083059129,13,20058,158,11.790285006195786,15,20175,155
1 Ave & E 62 St,40.76118569160829,-73.960942925441,14.748420142353488,14,30066,43,15.540888473852721,14,29984,41
1 Ave & E 68 St,40.76498297831173,-73.9581961034436,14.7082873922729,13,44441,4,13.869081407397395,11,44394,4
1 Ave & E 78 St,40.771399840916914,-73.95351468384999,15.378030926891755,13,21858,128,15.909539248367505,15,21899,127
1 Ave & E 94 St,40.78172358378516,-73.94594781931636,16.462853653572157,13,9826,455,15.971507352941176,14,9792,457
1 Pl & Clinton St,40.681113909779064,-73.99896367725626,13.927972865123703,13,5012,792,14.876880443388757,15,5052,787
1 St & 6 Ave,40.672902269590345,-73.97978894027015,12.390550740844283,13,3577,950,11.747679324894515,15,3555,952
10 Ave & W 14 St,40.74195464233976,-74.00825676257539,20.563969165371315,15,31523,32,22.17619952050316,14,32117,31
10 Ave & W 202 St,40.86117941898646,-73.92150114632118,18.65321375186846,15,669,1673,18.21664275466284,14,697,1664
10 Ave & W 204 St,40.861803800252574,-73.92052073907126,15.807600950118765,15,421,1799,15.920081967213115,15,488,1764
10 Ave & W 207 St,40.86463864150033,-73.91859813128946,14.556974459724952,14,1018,1509,13.725746268656716,14,1072,1490
10 Ave & W 215 St,40.86927231998042,-73.91521931762493,20.720588235294116,14,476,1773,15.927813163481954,13,471,1772
10 Ave & W 28 St,40.750645135292146,-74.00174845377775,14.05875519256495,14,28406,53,12.486116055535778,14,28090,56
10 St & 2 Ave,40.6720296241052,-73.99357187493672,14.16660796054949,14,2839,1051,14.494998275267333,14,2899,1035
10 St & 4 Ave,40.67010182627456,-73.98882491413767,10.953105196451205,13,1578,1310,11.608142493638677,14,1572,1303
10 St & 5 Ave,40.6688355067698,-73.98690814389747,14.176352705410821,14,4990,794,13.714427662957075,14,5032,793
10 St & 7 Ave,40.666368842261484,-73.98197456792379,13.079962915749217,14,8629,504,13.416367635142956,14,8639,503
100 St & 37 Ave,40.75237314619999,-73.86718320213335,17.0,17,15,2037,22.347826086956523,15,23,2045
100 St & Humphreys St,40.765786773428566,-73.87011422757143,12.571428571428571,16,7,2043,9.777777777777779,18,9,2066
100 St & Northern Blvd,40.757527700555556,-73.86846654331946,17.34722222222222,15,72,2009,24.32051282051282,15,78,2011
104 St & 38 Ave,40.75131296886458,-73.86239551652083,27.28125,16,32,2027,34.41818181818182,15,55,2024
104 St & Northern Blvd,40.757472850727275,-73.86461357254547,12.272727272727273,16,11,2040,17.0,15,20,2046
108 St & 39 Ave,40.751682496236846,-73.85919513436842,27.81578947368421,16,38,2024,37.39344262295082,16,61,2019
11 Ave & Prospect Ave,40.656705099369624,-73.97732067267644,12.736656062212797,13,2829,1054,11.733845616486203,15,2863,1042
11 Ave & W 27 St,40.7513851469995,-74.00518411549338,16.83117504230741,14,27182,63,16.174599660541656,14,27102,65
11 Ave & W 41 St,40.76028138448997,-73.99877189705555,14.502100940648427,14,41886,6,14.663743740865858,15,41739,7
11 Ave & W 59 St,40.77146195148202,-73.99045306726653,17.550097785054806,14,21987,126,18.55043980208906,15,21828,129
11 St & 35 Ave,40.7627442,-73.9391141,15.49375,15,160,1951,15.393103448275863,15,145,1966
11 St & 43 Ave,40.75188963918676,-73.94792808916938,17.27733829688227,14,2149,1175,15.170518970780638,13,2293,1136
12 Ave & 36 St,40.64374078449612,-73.98638832305407,19.86200716845878,13,1116,1472,21.182525951557093,15,1156,1457
12 Ave & W 125 St,40.81824321756823,-73.96040417136318,29.273389355742296,15,12495,326,29.15279091769158,15,12684,320
12 Ave & W 40 St,40.76086096997805,-74.00275293386612,23.075299686616553,14,45631,3,22.711196372514824,15,45872,3
12 St & 4 Ave,40.668757451568936,-73.990361906185,15.682135193133048,14,3728,939,16.20725251455797,14,3778,927
14 St & 5 Ave,40.66648019024007,-73.98891914392466,14.580943188086046,14,7252,592,15.273487861747359,14,7291,590
14 St & 7 Ave,40.66399939242506,-73.98391262405352,14.055880353501019,14,7355,586,14.202620689655172,15,7250,592
16th St & 4th Ave,40.666356786632164,-73.9924382770506,13.929269695227141,13,1739,1259,15.570538243626062,14,1765,1255
17 St & 5 Ave,40.66367325260657,-73.99093940300367,12.49633072407045,14,4088,890,13.340445936226324,15,4171,882
18 St & 27 Ave,40.7726467567019,-73.92751754894914,11.309912536443148,13,3430,973,12.609562921677911,15,3409,974
19 St & 24 Ave,40.77740762511096,-73.92260655348602,15.038746630727763,14,5936,696,14.403423393186776,15,5959,696
19 St & 8 Ave,40.65859955997569,-73.98554924985967,12.390055248618784,13,905,1564,10.987270155586987,14,707,1657
2 Av & 37 St,40.656321843391815,-74.00964379011403,18.07017543859649,15,342,1846,15.534042553191489,12,470,1773
2 Ave & 32 St,40.659637175336634,-74.00646814714466,21.023102310231025,15,606,1706,19.5006711409396,13,745,1641
2 Ave & 36 St,40.657174976109765,-74.00861586634977,26.4867813680235,15,2383,1122,26.263574660633484,13,2652,1075
2 Ave & 39 St,40.656270457997174,-74.00963600918853,17.414285714285715,15,280,1884,17.235915492957748,12,284,1883
2 Ave & 43 St,40.65288982694025,-74.01289039751074,21.63013698630137,15,146,1958,19.67105263157895,13,152,1962
2 Ave & 44 St,40.65284336274123,-74.0131135272784,19.993288590604028,15,149,1957,17.820809248554912,13,173,1948
2 Ave & E 104 St,40.78909214292794,-73.94379220178153,13.77802602181627,13,7609,568,14.570694426143103,15,7589,565
2 Ave & E 122 St,40.800507417561036,-73.93498631361115,17.222063378603764,13,4197,881,17.998816007577553,14,4223,872
2 Ave & E 125 St,40.80237974462048,-73.93369213563142,17.030683133925127,13,5182,777,16.67063339731286,13,5210,776
2 Ave & E 29 St,40.741763065677425,-73.97808465878651,12.06841774902226,14,20711,144,11.915368564080167,14,20607,148
2 Ave & E 31 St,40.74293532745448,-73.97705375407192,13.267054908485857,14,30050,44,14.093287067930069,14,29972,42
2 Ave & E 55 St,40.75790354980106,-73.96637261742111,15.203219977000165,14,6087,685,14.060379328345224,14,5747,714
2 Ave & E 72 St,40.76869811228378,-73.95846093854455,15.705673758865249,14,24534,95,14.032992546128467,14,24551,93
2 Ave & E 96 St,40.78393354777278,-73.94719895758087,14.950185341744163,13,15377,255,13.02360054612834,14,15381,251
2 Ave & E 99 St,40.7862515440655,-73.94556117631728,14.51339894019682,13,6605,638,14.377747252747254,14,6552,644
2 St & Park Ave,40.72868955,-74.01200281666667,6.0,14,1,2069,19.5,17,6,2075
20 Ave & 21 St,40.78359644328779,-73.9127811468716,12.421052631578947,14,893,1570,12.589164785553047,15,886,1572
20 Ave & 31 St,40.78002811017498,-73.9066964091916,17.073426573426573,14,286,1878,12.993150684931507,15,292,1878
20 Ave & 33 St,40.779399,-73.905708,17.30666666666667,15,225,1910,13.873983739837398,13,246,1901
20 Ave & 38 St,40.77700798558677,-73.90264792289882,12.331328088847755,14,2161,1172,11.89655172413793,14,2204,1161
20 Ave & 42 St,40.77535537802123,-73.90015184030669,11.776422764227643,13,738,1644,10.806493506493506,13,770,1632
20 Ave & 48 St,40.77291003731014,-73.89696559909595,16.360163710777627,14,733,1647,12.931787175989086,15,733,1644
20 Ave & Shore Blvd,40.78590553671129,-73.91513342804929,15.506493506493506,15,1001,1522,14.859632139399807,16,1033,1506
21 Ave & 80 St,40.77077304265799,-73.8901191484845,16.197026022304833,14,538,1739,17.364990689013034,15,537,1740
21 Ave & Crescent St,40.78028533728188,-73.91231234341403,10.775698066891685,13,3259,995,10.584483287335173,15,3261,994
21 Ave & Shore Blvd,40.78386041938924,-73.91698337687303,13.89458357600466,14,1717,1264,15.554030874785592,16,1749,1257
21 St & 21 Ave,40.78215078243221,-73.91487529157382,11.053030303030303,13,1716,1266,11.388535031847134,15,1727,1265
21 St & 23 Ave,40.7784143039899,-73.91924544130202,13.362121212121211,13,1320,1399,12.538931297709924,15,1310,1398
21 St & 31 Dr,40.76580645623919,-73.9308959002516,11.975799086757991,14,4380,859,12.225355341586429,15,4362,861
21 St & 36 Ave,40.76011447905026,-73.93637318301906,14.405764966740577,13,2255,1141,14.331840573219884,13,2233,1151
21 St & 38 Ave,40.75764736075889,-73.93909926791808,15.399558498896248,13,1359,1382,14.89036055923473,13,1359,1379
21 St & 4 Ave,40.66271985240438,-73.99544906597967,14.247490347490347,13,2590,1086,14.410687022900763,15,2620,1079
21 St & 43 Ave,40.75054112815756,-73.94595121611286,16.79591034211561,15,2543,1094,13.70450097847358,13,2555,1090
21 St & Hoyt Ave S,40.77459201617059,-73.92376275799947,14.29992205767732,14,6415,656,13.661886204208885,14,6415,655
21 St & Queens Plaza North,40.753275581253135,-73.94340124810479,14.746146527117032,14,5255,767,13.61731422104866,13,5302,765
23 Ave & 27 St,40.77612185214299,-73.91543685083525,14.579575102497204,14,2683,1073,14.273032450578143,15,2681,1070
23 Ave & 31 St,40.773881811470915,-73.91325064902091,10.44763729246488,14,1566,1314,9.92742453436095,13,1557,1308
23 Ave & 83 St,40.763605157824564,-73.89302872459649,11.210526315789474,16,19,2033,11.970588235294118,15,34,2034
23 Rd & 29 St,40.77406014740576,-73.91493469969011,17.365591397849464,13,186,1936,12.709677419354838,14,186,1939
23 Rd & 31 St,40.773149378980996,-73.9139928155811,13.088105726872246,14,681,1670,12.795058139534884,14,688,1669
23 St & 3 Ave,40.662601481687105,-73.99860863736575,15.932346723044397,13,473,1774,15.350785340314136,15,573,1723
23 St & 31 Ave,40.766458769315875,-73.92900330292683,10.482999128160419,13,1147,1462,10.075796726959517,15,1161,1454
24 Ave & 26 St,40.77460081386244,-73.91858689824971,14.875663855045298,13,3201,1006,14.954784763084547,15,3229,996
24 Ave & 29 St,40.772838834094934,-73.91619943795695,14.599308157970597,14,3469,965,14.533910533910534,15,3465,964
24 Ave & 87 St,40.76337418021384,-73.88431272247799,26.07547169811321,14,53,2015,18.076923076923077,14,65,2016
24 Ave & 92 St,40.76589449890244,-73.87791518426829,16.21951219512195,14,41,2022,17.068181818181817,16,44,2030
24 St & 38 Ave,40.75633629880009,-73.9366391243016,12.458371454711802,13,2186,1165,10.715318572074107,14,2213,1156
24 St & 41 Ave,40.75245669528614,-73.94002147832458,15.421389195148842,14,4535,847,13.077324263038548,15,4410,858
24 St & 5 Ave,40.6598842181292,-73.9949077514183,14.743805309734514,14,2260,1140,14.454315789473684,15,2375,1128
25 Ave & 41 St,40.76751521902993,-73.91137369837924,12.256067961165048,14,3296,990,13.285089090340731,15,3199,999
25 Ave & 85 St,40.76309669907879,-73.88621517491515,19.20909090909091,14,110,1985,14.902654867256636,16,113,1987
27 Ave & 3 St,40.77473909363142,-73.9343233686296,16.961416250567407,14,2203,1156,17.033936651583712,15,2210,1159
27 Ave & 9 St,40.77387486088535,-73.93093691479713,15.587126137841352,13,3076,1021,14.74288518155054,15,3057,1020
27 St & Hunter St,40.748529990559,-73.94131018558416,16.563466420493885,14,8666,502,16.425824175824175,15,8736,499
28 Ave & 35 St,40.7670466731341,-73.91712787934785,14.794479745830024,13,5036,789,16.01340373679935,15,4924,801
28 Ave & 44 St,40.76406920646379,-73.91096623656513,12.605235602094242,13,2865,1046,12.867256637168142,15,2825,1051
28 St & 36 Ave,40.75711986728705,-73.93275066513901,15.312369519832986,14,3832,923,14.598238120662039,14,3746,931
28 St & 41 Ave,40.751018217954226,-73.93805317528974,15.388518209619127,14,7194,597,14.500771064068415,14,7133,600
29 St & 5 Ave,40.65717850149146,-73.9981262890738,13.7546346782988,14,917,1558,13.273015873015874,14,945,1540
3 Ave & 14 St,40.668660697934264,-73.99327477053771,16.81202691337258,13,2378,1123,17.241656614394852,14,2487,1102
3 Ave & 17 St,40.66616995043014,-73.99555213187026,16.21706586826347,14,668,1675,14.368194842406877,14,698,1662
3 Ave & Carroll St,40.67716135941759,-73.98646476158589,13.924983692106979,14,3066,1023,14.483389210606523,14,3281,990
3 Ave & E 100 St,40.78766850976799,-73.94737008495369,15.566720073243305,14,4369,860,15.600182565038795,14,4382,859
3 Ave & E 109 St,40.793045504232865,-73.94361695444658,15.270753512132822,13,783,1623,17.18417799752781,14,809,1614
3 Ave & E 112 St,40.79548148829848,-73.94164035988823,16.02897603485839,13,4590,838,16.175897879705754,15,4622,834
3 Ave & E 163 St,40.823722929792055,-73.90898415496854,13.408800567778567,13,1409,1363,15.789849892780557,14,1399,1356
3 Ave & E 169 St,40.832615734325096,-73.90536277318547,13.439763231197771,13,2872,1043,15.291010842952081,15,2859,1044
3 Ave & E 170 St,40.83473285234302,-73.90391089088239,13.527279968140183,14,2511,1098,14.804696673189824,15,2555,1090
3 Ave & E 172 St,40.83937337595573,-73.90041355095612,13.702078521939955,14,866,1583,12.424607961399277,13,829,1605
3 Ave & E 174 St,40.8418339862174,-73.89890024902702,16.519321394910463,14,1061,1490,16.237960339943342,14,1059,1494
3 Ave & E 174 St - Bathgate Vaccination Site,40.84224,-73.8985,25.451704545454547,14,352,1841,18.833333333333332,13,348,1840
3 Ave & E 62 St,40.7630765355027,-73.96532464858896,15.789392378990732,14,13594,302,16.321779895481093,14,13012,312
3 Ave & E 71 St,40.76870563087684,-73.96130525736893,15.150870778408544,14,10393,424,14.83506909673543,14,9986,447
3 Ave & E 72 St,40.7699426010463,-73.96060711968612,17.23410933821606,14,3823,926,16.873290538654757,14,3583,945
3 Ave & Franklin Ave,40.826862366265274,-73.90758642047982,13.303571428571429,13,1288,1413,15.036923076923078,14,1300,1400
3 Ave & Schermerhorn St,40.68692728600279,-73.97969266381936,15.259164367363027,14,10148,440,15.485017081503173,14,10245,430
3 Ave & Wakeman Pl,40.63846049155097,-74.02453072224466,27.568990042674255,14,703,1656,30.466314398943197,15,757,1636
3 St & 3 Ave,40.67511328025439,-73.98773390249723,13.342938311688311,15,4928,800,12.78667678876447,14,5269,769
3 St & 7 Ave,40.67049572122979,-73.97835610996701,13.564556962025316,14,9085,491,12.873253493013973,14,9018,491
3 St & Hoyt St,40.677759635592025,-73.99355860835338,13.682985796313085,14,3309,987,14.416191562143672,14,3508,958
3 St & Prospect Park West,40.66826982724056,-73.97358151384519,19.108405066834628,15,14289,280,19.638195639701664,15,13944,284
30 Ave & 12 St,40.77153119201063,-73.9318988808798,13.11111111111111,13,1161,1455,11.987113402061855,14,1164,1450
30 Ave & 21 St,40.77025195266874,-73.92869714682648,13.274076630997584,13,2897,1041,12.970649171270718,15,2896,1036
30 Ave & 41 St,40.763258394144955,-73.91443685602468,12.125459169256851,14,3539,954,12.341087443946188,15,3568,947
30 Ave & 47 St,40.761302357279654,-73.90971820360714,11.052516411378555,13,2285,1135,11.690580985915492,15,2272,1140
30 Ave & 96 St,40.76163430119111,-73.87371012219111,13.733333333333333,13,75,2005,19.956043956043956,16,91,1997
30 St & 4 Ave,40.65812468620476,-74.0009811875057,15.947589098532495,14,1431,1355,15.789543348775645,14,1511,1324
30 St & 48 Ave,40.741370098812084,-73.93818907384987,14.98583569405099,14,353,1840,12.403183023872678,9,377,1828
31 Ave & 103 St,40.7613166958,-73.866597486,11.4,16,5,2045,19.0,19,6,2075
31 Ave & 14 St,40.76808010380075,-73.93239596074262,12.862945838837517,13,3028,1026,12.913815789473684,15,3040,1024
31 Ave & 30 St,40.76462119814953,-73.92413684029988,14.692740376164528,13,5689,716,14.557452863749555,15,5622,730
31 Ave & 34 St,40.76311258736321,-73.92086938349588,14.087176325524045,14,8110,529,14.49840373280943,15,8144,529
31 Ave & 57 St,40.75734363457561,-73.90480638240535,14.284377923292798,13,1069,1486,15.612689393939394,15,1056,1497
31 Ave & 61 St,40.75753396237375,-73.90151988197304,14.896706586826348,13,668,1675,16.67921686746988,15,664,1677
31 Ave & 86 St,40.759588114030926,-73.88215816951546,16.7319587628866,13,97,1989,16.834862385321102,16,109,1988
31 Ave & Crescent St,40.765810087001356,-73.9266386224027,14.0997171145686,13,5656,722,13.766748942172073,15,5672,725
31 Ave & Steinway St,40.76112722870818,-73.91713327873174,14.277184539028426,14,6649,632,14.0625,14,6656,634
31 Pl & Hunters Point Ave,40.740055836132996,-73.93621212645127,13.920245398773005,14,163,1948,12.420454545454545,10,176,1946
31 Rd & 21 St,40.76684801846527,-73.9304760008619,11.960542540073982,13,811,1609,12.069090909090908,14,825,1607
31 St & 21 Ave,40.77789006783506,-73.90870328715913,11.188207547169812,14,2120,1181,13.259838786154576,15,2109,1181
31 St & 23 Ave,40.774791050615086,-73.91254313355786,12.562926658498162,15,5713,714,12.41308864265928,13,5776,710
31 St & Astoria Blvd,40.769898847119315,-73.91851893639385,12.66469529442016,14,3889,919,12.547736093143596,13,3865,919
31 St & Broadway,40.761482410793725,-73.92601361131784,12.221024535468638,14,9741,461,11.865937918944004,14,9697,462
31 St & Ditmars Blvd,40.77606798852587,-73.91066974732898,9.805745554035568,15,6579,642,10.069446550416982,13,6595,638
31 St & Hoyt Ave N,40.77108755171099,-73.91704763559429,12.143058161350844,14,4264,872,11.720284697508896,13,4215,875
31 St & Newtown Ave,40.76748863564966,-73.92106996447133,11.397042410714286,14,10752,408,11.05231800409607,13,10742,401
31 St & Northern Blvd,40.751836331248654,-73.93357131275647,14.69002624671916,14,3810,927,13.861743475846751,14,3602,944
31 St & Thomson Ave,40.74468341196344,-73.93548235758895,20.176224361657596,14,2389,1120,21.611388196176225,13,2406,1120
32 Ave & 75 St,40.75701244299833,-73.89253803116833,17.85,14,200,1930,16.173267326732674,14,202,1928
32 Ave & 77 St,40.75758519797102,-73.89213589744203,15.152173913043478,15,46,2019,10.4375,16,64,2017
32 Ave & 81 St,40.757432644724844,-73.88791798110535,18.06132075471698,13,212,1923,16.131455399061032,15,213,1921
32 Ave & 84 St,40.75820505957143,-73.88512738183532,17.791666666666668,13,168,1946,14.415730337078651,14,178,1944
33 St & 47 Ave,40.7426364778123,-73.93244193102103,11.768138801261829,13,634,1693,10.354066985645932,12,627,1697
33 St & Queens Blvd,40.7441162630825,-73.93229492408992,10.622296173044925,13,601,1708,9.660596026490067,12,604,1710
34 Ave & 13 St,40.763855502130355,-73.93659022861759,14.15811707905854,13,1657,1286,13.368452739313666,14,1661,1282
34 Ave & 21 St,40.76276651609418,-73.93436511347262,12.455540954883924,13,2283,1137,12.215034965034965,14,2288,1138
34 Ave & 31 St,40.75948010044991,-73.92730874100145,12.351728955640937,14,2863,1047,12.161759612054036,15,2887,1039
34 Ave & 38 St,40.756913948495416,-73.92167995966093,13.640135069946936,14,6219,673,12.985064935064935,14,6160,679
34 Ave & 45 St,40.75474488560444,-73.91714318957389,13.421236872812136,14,1714,1267,12.276213301378071,15,1669,1280
34 Ave & 48 St,40.753839927114015,-73.91512144424237,12.391489361702128,14,1880,1227,11.951907997909043,15,1913,1213
34 Ave & 71 St,40.75230429407102,-73.8961504540947,14.234165067178504,15,521,1746,13.988549618320612,15,524,1747
34 Ave & 74 St,40.752704763653625,-73.89341694922392,16.68416030534351,14,1048,1495,15.685927306616962,16,1073,1488
34 St & 35 Ave,40.7569663727159,-73.92626830358506,13.10772895712017,14,3778,934,12.951047120418847,15,3820,922
34 St & 38 Ave,40.75230429763033,-73.92994246817288,13.070745697896749,14,2092,1187,12.760987654320987,13,2025,1194
34 St & 4 Ave,40.65568126218566,-74.00289738820122,16.46598101265823,14,1264,1419,15.661753868828297,13,1357,1382
34 St & 48 Ave,40.74084954175276,-73.93158025700902,14.399193548387096,14,496,1764,11.9830866807611,12,473,1770
34 St & 5 Ave,40.654249178017196,-74.00112231306109,13.9288256227758,14,562,1728,14.20803443328551,14,697,1664
34th Ave & Vernon Blvd,40.76528919325847,-73.93990930694139,13.671201814058957,14,3087,1019,13.167044350922628,15,3089,1014
35 Ave & 10 St,40.763135993805875,-73.93993259152532,13.220752089136491,13,2872,1043,12.481872580077438,14,2841,1046
35 Ave & 37 St,40.7557300296798,-73.9237083816746,14.629099713845477,15,4543,844,13.75651983344291,14,4563,842
35 St & 21 Ave,40.776417760646076,-73.90710322635589,11.072058823529412,14,680,1671,12.133526850507982,15,689,1667
35 St & 23 Ave,40.77277017193112,-73.91136859581377,12.506441223832528,13,1242,1428,13.05054432348367,14,1286,1406
35 St & 30 Ave,40.76538817437634,-73.91828332919158,12.210388476647752,14,4582,840,13.147052329432546,15,4529,847
35 St & 34 Ave,40.758025062771885,-73.92433373856272,13.439434129089301,14,3393,978,13.374117647058824,15,3400,975
35 St & Broadway,40.7602283933398,-73.92239220465392,12.21680642907058,14,5724,713,12.963614206128133,15,5744,716
36 Ave & 10 St,40.76138030735522,-73.94113515956565,14.675820707070708,13,3168,1010,14.830247882020709,14,3187,1001
36 Ave & 31 St,40.75648418240963,-73.92960506874601,13.208333333333334,14,6408,657,13.781880769832577,14,6391,657
36 St & 3 Ave,40.6558464108711,-74.00660705254694,17.48877594239729,15,2361,1128,17.333055439766568,13,2399,1122
36 St & 4 Ave,40.65432832539956,-74.004171240407,13.251345119139124,14,2602,1082,12.79537830786433,13,2683,1069
36 St & 47 Ave,40.74220244027959,-73.92934782626843,13.802409638554217,14,415,1801,10.266009852216749,12,406,1806
36 St & Ditmars Blvd,40.774026687888025,-73.90865133125375,12.873349136471385,15,2953,1035,13.240027045300879,15,2958,1030
36 St & Hunters Point Ave,40.737712199008065,-73.93084277770343,12.467065868263473,13,501,1761,12.098196392785571,13,499,1756
36 St & Queens Blvd,40.74407571350851,-73.92923617942051,12.63760896637609,14,803,1612,13.515842839036756,13,789,1623
37 Ave & 35 St,40.75312329771426,-73.92797386948118,15.204315886134069,14,2178,1166,14.915584415584416,14,2156,1169
37 Ave & 63 St,40.74872243057376,-73.90036875821073,11.577586206896552,14,348,1843,10.756024096385541,15,332,1850
37 St & 24 Ave,40.770087418476955,-73.91217951712946,14.609661082976237,13,2567,1091,14.957421875,15,2560,1088
38 Ave & 29 St,40.754658570666756,-73.93371981286285,15.00512958963283,13,3704,943,15.022487130858845,14,3691,938
38 St & 30 Ave,40.76411335742263,-73.91599655952703,11.1073284357642,14,5581,733,10.305263157894737,14,5510,742
38 St & Northern Blvd,40.752249624871354,-73.92553777042515,14.015781922525107,14,1394,1368,13.363108206245462,14,1377,1370
39 Ave & 45 St,40.7494883263841,-73.91820280922491,12.479076479076479,13,693,1664,11.456859971711458,14,707,1657
39 Ave & 54 St,40.74890337619088,-73.90902329170112,11.360335195530727,14,358,1836,11.583798882681565,14,358,1835
39 Ave & 56 St,40.74838559158625,-73.90707105882659,14.808625336927223,13,742,1643,14.61103448275862,15,725,1648
39 Dr & 52 St,40.74726543722366,-73.91210595585552,13.44177449168207,14,1082,1482,12.599232981783317,15,1043,1503
39 St & 2 Ave,40.65540603330826,-74.01063398220327,32.26724137931034,14,1508,1328,30.250296559905102,13,1686,1274
39 St & 47 Ave,40.742068421403204,-73.92687405856991,13.399736147757256,14,758,1632,15.61847389558233,15,747,1640
39 St & 50 Ave,40.738266273400484,-73.92747223221117,13.094947735191637,13,1148,1461,11.36545138888889,15,1152,1458
39 St & Queens Blvd,40.74428082846617,-73.92616065332369,13.31072319201995,14,2005,1208,13.26976976976977,14,1998,1201
4 Ave & 17 St,40.665674669108455,-73.9929957111763,14.131868131868131,13,2093,1186,13.262935089369709,14,2126,1178
4 Ave & 26 St,40.66025264133024,-73.99856393071971,13.89969040247678,14,1615,1300,14.499383477188656,15,1622,1291
4 Ave & 3 St,40.673840115777274,-73.98564766746618,12.430643007059722,13,5241,769,12.222669735327964,14,5214,774
4 Ave & 9 St,40.67052176324859,-73.98876057537623,14.754009536194191,14,4614,831,14.926577042399172,14,4835,806
4 Ave & E 12 St,40.73263538141745,-73.990072661587,13.396059684195277,14,27612,60,13.330388055395268,14,27728,59
4 Ave & Shore Road Dr,40.637233799645486,-74.02199199615782,23.757180156657963,13,1149,1460,26.01815181518152,14,1212,1437
4 St & Grand St,40.7287057,-74.01199268333333,8.0,14,2,2052,27.77777777777778,18,9,2066
40 Ave & 9 St,40.757398384324,-73.9452025624615,17.916472235184322,14,2143,1177,17.84009009009009,14,2220,1155
40 Ave & Crescent St,40.75354544867875,-73.93802104517823,14.274050408235711,14,2817,1057,13.135701598579042,14,2815,1052
40 St & Queens Blvd,40.743592136840675,-73.9246270420284,11.433986928104575,14,1530,1323,10.716653512233624,14,1267,1415
41 Ave & 67 St,40.74427646087559,-73.89850131817957,12.616197183098592,13,284,1881,13.936170212765957,15,282,1884
41 St & 3 Ave,40.65249704214138,-74.0087410564786,17.171206225680933,15,257,1896,18.332046332046332,14,259,1893
41 St & 4 Ave,40.65154572637481,-74.00700471575851,15.693333333333333,14,1350,1388,15.577372262773723,15,1370,1373
42 Pl & Northern Blvd,40.75302025880662,-73.92066981046548,11.28014184397163,14,1410,1362,11.915266106442576,14,1428,1348
42 St & 1 Ave,40.65479733744795,-74.01436616581053,20.308771929824562,15,285,1879,19.451612903225808,13,341,1843
43 Ave & 40 St,40.74562250042623,-73.9240357300328,13.836065573770492,14,122,1981,17.720338983050848,14,118,1985
43 Ave & 42 St,40.745279645595026,-73.92219181059458,13.954414125200643,14,3115,1015,16.0914990266061,15,3082,1016
43 Ave & 47 St,40.7449000866987,-73.9177020444889,13.726724715338245,14,1493,1335,14.909952606635072,15,1266,1416
43 St & 23 Ave,40.76955869075894,-73.90627234277291,11.953013278855975,12,979,1530,12.285874439461884,14,892,1569
43 St & 35 Ave,40.753949911631665,-73.91967510841141,12.279739776951672,14,1076,1484,11.623388581952117,14,1086,1484
43 St & 37 Ave,40.75017647512833,-73.92000127867763,15.675273865414711,13,1278,1415,17.716058960434445,13,1289,1405
43 St & 50 Ave,40.73804444649156,-73.92275954530054,14.657320872274143,13,1284,1414,14.234008097165992,15,1235,1427
43 St & Broadway,40.75763434194075,-73.91672582896675,16.721213415936766,13,4681,823,16.736808098212364,15,4643,827
43 St & Skillman Ave,40.74704199208317,-73.92104597693918,14.511314655172415,13,1856,1234,13.405144694533762,15,1866,1226
44 Dr & 21 St,40.748,-73.94609270107784,15.242714570858283,14,2505,1100,13.843811783313562,13,2529,1094
44 Dr & Jackson Ave,40.74716332933263,-73.94327632329406,16.25133733182039,14,12338,337,15.813263243024666,14,12365,335
44 St & 2 Ave,40.652505745795914,-74.01359032555783,21.197278911564627,15,294,1874,18.726973684210527,13,304,1870
44 St & 3 Ave,40.651218799491076,-74.01138264946395,16.93576017130621,14,467,1777,15.474541751527495,14,491,1762
44 St & 48 Ave,40.73937676769548,-73.92136867260106,13.964679911699779,13,1812,1242,13.819935691318328,15,1555,1310
44 St & 6 Ave,40.64759259239894,-74.00415592852032,17.177203918076582,14,1123,1470,16.834146341463416,14,1025,1508
44 St & Greenpoint Ave,40.74118705829822,-73.9213785989787,12.827285921625544,14,689,1667,12.58114374034003,15,647,1686
45 Ave & 21 St,40.747271666787476,-73.94791032635288,13.177977528089887,14,4450,853,12.343722172751558,13,4492,848
